"","aarmnd","bransje_grov","fylkesnavn","stilling_kilde_id","ainfo","kafka"
"820",202007,"Ingeni?r- og ikt-fag","42 Agder",42,2,2
"821",202007,"Ingeni?r- og ikt-fag","42 Agder",45,36,37
"822",202007,"Ingeni?r- og ikt-fag","46 Vestland",42,5,5
"823",202007,"Ingeni?r- og ikt-fag","46 Vestland",45,195,193
"824",202007,"Ingeni?r- og ikt-fag","50 Trøndelag",42,8,8
"825",202007,"Ingeni?r- og ikt-fag","50 Trøndelag",45,164,159
"826",202007,"Ingeni?r- og ikt-fag","54 Finnmark og Troms",42,2,2
"827",202007,"Ingeni?r- og ikt-fag","54 Finnmark og Troms",45,69,59
"828",202007,"Ingeni?r- og ikt-fag","99 øvrige omrøder",45,4,4
"829",202007,"Ingeni?r- og ikt-fag","UKJENT",45,NA,1
"830",202007,"Ingeni?r- og ikt-fag","UTLAND",45,4,NA
"831",202007,"Jordbruk, skogbruk og fiske","03 Oslo",45,5,5
"832",202007,"Jordbruk, skogbruk og fiske","11 Rogaland",42,3,3
"833",202007,"Jordbruk, skogbruk og fiske","11 Rogaland",45,2,2
"834",202007,"Jordbruk, skogbruk og fiske","15 Møre og Romsdal",45,2,2
"835",202007,"Jordbruk, skogbruk og fiske","18 Nordland",42,3,3
"836",202007,"Jordbruk, skogbruk og fiske","18 Nordland",45,7,7
"837",202007,"Jordbruk, skogbruk og fiske","30 Viken",42,6,8
"838",202007,"Jordbruk, skogbruk og fiske","30 Viken",45,15,13
"839",202007,"Jordbruk, skogbruk og fiske","34 Innlandet",42,7,7
"840",202007,"Jordbruk, skogbruk og fiske","34 Innlandet",45,8,7
"841",202007,"Jordbruk, skogbruk og fiske","38 Telemark og Vestfold",42,7,7
"842",202007,"Jordbruk, skogbruk og fiske","42 Agder",45,1,1
"843",202007,"Jordbruk, skogbruk og fiske","46 Vestland",42,3,3
"844",202007,"Jordbruk, skogbruk og fiske","46 Vestland",45,31,31
"845",202007,"Jordbruk, skogbruk og fiske","50 Trøndelag",42,6,4
"846",202007,"Jordbruk, skogbruk og fiske","50 Trøndelag",45,23,23
"847",202007,"Jordbruk, skogbruk og fiske","54 Finnmark og Troms",45,46,46
"848",202007,"Kontorarbeid","03 Oslo",36,2,NA
"849",202007,"Kontorarbeid","03 Oslo",42,8,8
"850",202007,"Kontorarbeid","03 Oslo",45,221,217
"851",202007,"Kontorarbeid","11 Rogaland",42,5,5
"852",202007,"Kontorarbeid","11 Rogaland",45,55,54
"853",202007,"Kontorarbeid","15 Møre og Romsdal",42,2,2
"854",202007,"Kontorarbeid","15 Møre og Romsdal",45,42,41
"855",202007,"Kontorarbeid","18 Nordland",42,3,3
"856",202007,"Kontorarbeid","18 Nordland",45,26,24
"857",202007,"Kontorarbeid","30 Viken",42,15,15
"858",202007,"Kontorarbeid","30 Viken",45,206,202
"859",202007,"Kontorarbeid","34 Innlandet",42,7,7
"860",202007,"Kontorarbeid","34 Innlandet",45,33,32
"861",202007,"Kontorarbeid","38 Telemark og Vestfold",42,18,18
"862",202007,"Kontorarbeid","38 Telemark og Vestfold",45,23,24
"863",202007,"Kontorarbeid","42 Agder",42,6,6
"864",202007,"Kontorarbeid","42 Agder",45,46,46
"865",202007,"Kontorarbeid","46 Vestland",42,5,4
"866",202007,"Kontorarbeid","46 Vestland",45,67,67
"867",202007,"Kontorarbeid","50 Trøndelag",42,27,27
"868",202007,"Kontorarbeid","50 Trøndelag",45,86,84
"869",202007,"Kontorarbeid","54 Finnmark og Troms",42,18,18
"870",202007,"Kontorarbeid","54 Finnmark og Troms",45,40,39
"871",202007,"Kontorarbeid","99 øvrige omrøder",45,1,1
"872",202007,"Kontorarbeid","UTLAND",45,1,NA
"873",202007,"Ledere","03 Oslo",45,157,164
"874",202007,"Ledere","11 Rogaland",45,12,14
"875",202007,"Ledere","15 Møre og Romsdal",45,18,18
"876",202007,"Ledere","18 Nordland",45,19,18
"877",202007,"Ledere","30 Viken",45,85,83
"878",202007,"Ledere","34 Innlandet",45,23,23
"879",202007,"Ledere","38 Telemark og Vestfold",45,28,28
"880",202007,"Ledere","42 Agder",45,14,13
"881",202007,"Ledere","46 Vestland",45,50,43
"882",202007,"Ledere","50 Trøndelag",42,2,2
"883",202007,"Ledere","50 Trøndelag",45,38,36
"884",202007,"Ledere","54 Finnmark og Troms",42,1,1
"885",202007,"Ledere","54 Finnmark og Troms",45,16,15
"886",202007,"Ledere","99 øvrige omrøder",45,1,1
"887",202007,"Ledere","UTLAND",36,1,NA
"888",202007,"Meglere og konsulenter","03 Oslo",36,1,NA
"889",202007,"Meglere og konsulenter","03 Oslo",42,3,3
"890",202007,"Meglere og konsulenter","03 Oslo",45,205,169
"891",202007,"Meglere og konsulenter","11 Rogaland",45,64,59
"892",202007,"Meglere og konsulenter","15 Møre og Romsdal",42,2,2
"893",202007,"Meglere og konsulenter","15 Møre og Romsdal",45,39,39
"894",202007,"Meglere og konsulenter","18 Nordland",42,1,1
"895",202007,"Meglere og konsulenter","18 Nordland",45,34,36
"896",202007,"Meglere og konsulenter","30 Viken",42,2,2
"897",202007,"Meglere og konsulenter","30 Viken",45,90,89
"898",202007,"Meglere og konsulenter","34 Innlandet",42,63,63
"899",202007,"Meglere og konsulenter","34 Innlandet",45,105,101
"900",202007,"Meglere og konsulenter","38 Telemark og Vestfold",42,3,3
"901",202007,"Meglere og konsulenter","38 Telemark og Vestfold",45,34,63
"902",202007,"Meglere og konsulenter","42 Agder",45,22,32
"903",202007,"Meglere og konsulenter","46 Vestland",42,1,1
"904",202007,"Meglere og konsulenter","46 Vestland",45,48,47
"905",202007,"Meglere og konsulenter","50 Trøndelag",42,2,1
"906",202007,"Meglere og konsulenter","50 Trøndelag",45,76,69
"907",202007,"Meglere og konsulenter","54 Finnmark og Troms",45,42,37
"908",202007,"Meglere og konsulenter","UTLAND",36,21,NA
"909",202007,"Reiseliv og transport","03 Oslo",36,5,NA
"910",202007,"Reiseliv og transport","03 Oslo",42,23,31
"911",202007,"Reiseliv og transport","03 Oslo",45,391,389
"912",202007,"Reiseliv og transport","11 Rogaland",42,11,11
"913",202007,"Reiseliv og transport","11 Rogaland",45,68,68
"914",202007,"Reiseliv og transport","15 Møre og Romsdal",42,16,16
"915",202007,"Reiseliv og transport","15 Møre og Romsdal",45,81,71
"916",202007,"Reiseliv og transport","18 Nordland",42,9,9
"917",202007,"Reiseliv og transport","18 Nordland",45,47,47
"918",202007,"Reiseliv og transport","30 Viken",42,37,37
"919",202007,"Reiseliv og transport","30 Viken",45,423,346
"920",202007,"Reiseliv og transport","34 Innlandet",42,17,17
"921",202007,"Reiseliv og transport","34 Innlandet",45,53,47
"922",202007,"Reiseliv og transport","38 Telemark og Vestfold",42,39,37
"923",202007,"Reiseliv og transport","38 Telemark og Vestfold",45,81,82
"924",202007,"Reiseliv og transport","42 Agder",42,22,21
"925",202007,"Reiseliv og transport","42 Agder",45,14,17
"926",202007,"Reiseliv og transport","46 Vestland",42,27,20
"927",202007,"Reiseliv og transport","46 Vestland",45,137,136
"928",202007,"Reiseliv og transport","50 Trøndelag",42,50,48
"929",202007,"Reiseliv og transport","50 Trøndelag",45,88,87
"930",202007,"Reiseliv og transport","54 Finnmark og Troms",36,10,NA
"931",202007,"Reiseliv og transport","54 Finnmark og Troms",42,20,19
"932",202007,"Reiseliv og transport","54 Finnmark og Troms",45,105,118
"933",202007,"Serviceyrker og annet arbeid","03 Oslo",42,20,23
"934",202007,"Serviceyrker og annet arbeid","03 Oslo",45,354,347
"935",202007,"Serviceyrker og annet arbeid","11 Rogaland",42,18,18
"936",202007,"Serviceyrker og annet arbeid","11 Rogaland",45,133,144
"937",202007,"Serviceyrker og annet arbeid","15 Møre og Romsdal",42,8,8
"938",202007,"Serviceyrker og annet arbeid","15 Møre og Romsdal",45,61,56
"939",202007,"Serviceyrker og annet arbeid","18 Nordland",42,14,12
"940",202007,"Serviceyrker og annet arbeid","18 Nordland",45,84,82
"941",202007,"Serviceyrker og annet arbeid","30 Viken",42,45,43
"942",202007,"Serviceyrker og annet arbeid","30 Viken",45,170,164
"943",202007,"Serviceyrker og annet arbeid","34 Innlandet",42,28,27
"944",202007,"Serviceyrker og annet arbeid","34 Innlandet",45,176,175
"945",202007,"Serviceyrker og annet arbeid","38 Telemark og Vestfold",42,32,31
"946",202007,"Serviceyrker og annet arbeid","38 Telemark og Vestfold",45,137,133
"947",202007,"Serviceyrker og annet arbeid","42 Agder",42,25,23
"948",202007,"Serviceyrker og annet arbeid","42 Agder",45,37,34
"949",202007,"Serviceyrker og annet arbeid","46 Vestland",42,25,25
"950",202007,"Serviceyrker og annet arbeid","46 Vestland",45,155,162
"951",202007,"Serviceyrker og annet arbeid","50 Trøndelag",42,47,44
"952",202007,"Serviceyrker og annet arbeid","50 Trøndelag",45,153,148
"953",202007,"Serviceyrker og annet arbeid","54 Finnmark og Troms",42,11,11
"954",202007,"Serviceyrker og annet arbeid","54 Finnmark og Troms",45,132,122
"955",202007,"Serviceyrker og annet arbeid","99 øvrige omrøder",45,4,4
"956",202007,"Serviceyrker og annet arbeid","UKJENT",45,NA,2
"957",202007,"Undervisning","03 Oslo",42,1,1
"958",202007,"Undervisning","03 Oslo",45,176,143
"959",202007,"Undervisning","11 Rogaland",42,3,3
"960",202007,"Undervisning","11 Rogaland",45,66,63
"961",202007,"Undervisning","15 Møre og Romsdal",42,2,2
"962",202007,"Undervisning","15 Møre og Romsdal",45,68,53
"963",202007,"Undervisning","18 Nordland",42,2,2
"964",202007,"Undervisning","18 Nordland",45,38,38
"965",202007,"Undervisning","30 Viken",42,1,1
"966",202007,"Undervisning","30 Viken",45,185,180
"967",202007,"Undervisning","34 Innlandet",42,1,1
"968",202007,"Undervisning","34 Innlandet",45,57,52
"969",202007,"Undervisning","38 Telemark og Vestfold",42,2,2
"970",202007,"Undervisning","38 Telemark og Vestfold",45,39,37
"971",202007,"Undervisning","42 Agder",42,1,1
"972",202007,"Undervisning","42 Agder",45,22,22
"973",202007,"Undervisning","46 Vestland",42,1,1
"974",202007,"Undervisning","46 Vestland",45,142,136
"975",202007,"Undervisning","50 Trøndelag",42,2,2
"976",202007,"Undervisning","50 Trøndelag",45,104,97
"977",202007,"Undervisning","54 Finnmark og Troms",42,1,1
"978",202007,"Undervisning","54 Finnmark og Troms",45,69,68
"979",202007,"Undervisning","99 øvrige omrøder",45,NA,1
"980",202008,"Akademiske yrker","03 Oslo",42,1,1
"981",202008,"Akademiske yrker","03 Oslo",45,245,250
"982",202008,"Akademiske yrker","11 Rogaland",42,1,1
"983",202008,"Akademiske yrker","11 Rogaland",45,50,48
"984",202008,"Akademiske yrker","15 Møre og Romsdal",42,1,1
"985",202008,"Akademiske yrker","15 Møre og Romsdal",45,27,28
"986",202008,"Akademiske yrker","18 Nordland",45,36,27
"987",202008,"Akademiske yrker","30 Viken",42,2,2
"988",202008,"Akademiske yrker","30 Viken",45,122,121
"989",202008,"Akademiske yrker","34 Innlandet",45,36,35
"990",202008,"Akademiske yrker","38 Telemark og Vestfold",42,1,1
"991",202008,"Akademiske yrker","38 Telemark og Vestfold",45,40,42
"992",202008,"Akademiske yrker","42 Agder",42,1,1
"993",202008,"Akademiske yrker","42 Agder",45,14,14
"994",202008,"Akademiske yrker","46 Vestland",45,80,70
"995",202008,"Akademiske yrker","50 Trøndelag",42,6,6
"996",202008,"Akademiske yrker","50 Trøndelag",45,48,44
"997",202008,"Akademiske yrker","54 Finnmark og Troms",42,2,2
"998",202008,"Akademiske yrker","54 Finnmark og Troms",45,44,42
"999",202008,"Akademiske yrker","99 øvrige omrøder",45,1,1
"1000",202008,"Barne- og ungdomsarbeid","03 Oslo",42,3,3
"1001",202008,"Barne- og ungdomsarbeid","03 Oslo",45,184,184
"1002",202008,"Barne- og ungdomsarbeid","11 Rogaland",42,1,1
"1003",202008,"Barne- og ungdomsarbeid","11 Rogaland",45,57,56
"1004",202008,"Barne- og ungdomsarbeid","15 Møre og Romsdal",42,1,1
"1005",202008,"Barne- og ungdomsarbeid","15 Møre og Romsdal",45,27,26
"1006",202008,"Barne- og ungdomsarbeid","18 Nordland",42,2,2
"1007",202008,"Barne- og ungdomsarbeid","18 Nordland",45,13,14
"1008",202008,"Barne- og ungdomsarbeid","30 Viken",42,8,8
"1009",202008,"Barne- og ungdomsarbeid","30 Viken",45,209,202
"1010",202008,"Barne- og ungdomsarbeid","34 Innlandet",42,2,2
"1011",202008,"Barne- og ungdomsarbeid","34 Innlandet",45,26,26
"1012",202008,"Barne- og ungdomsarbeid","38 Telemark og Vestfold",42,11,11
"1013",202008,"Barne- og ungdomsarbeid","38 Telemark og Vestfold",45,69,64
"1014",202008,"Barne- og ungdomsarbeid","42 Agder",42,1,1
"1015",202008,"Barne- og ungdomsarbeid","42 Agder",45,19,20
"1016",202008,"Barne- og ungdomsarbeid","46 Vestland",42,12,12
"1017",202008,"Barne- og ungdomsarbeid","46 Vestland",45,58,57
"1018",202008,"Barne- og ungdomsarbeid","50 Trøndelag",42,2,2
"1019",202008,"Barne- og ungdomsarbeid","50 Trøndelag",45,38,37
"1020",202008,"Barne- og ungdomsarbeid","54 Finnmark og Troms",42,7,7
"1021",202008,"Barne- og ungdomsarbeid","54 Finnmark og Troms",45,17,15
"1022",202008,"Barne- og ungdomsarbeid","99 øvrige omrøder",45,1,1
"1023",202008,"Butikk- og salgsarbeid","03 Oslo",42,25,25
"1024",202008,"Butikk- og salgsarbeid","03 Oslo",45,489,459
"1025",202008,"Butikk- og salgsarbeid","11 Rogaland",42,22,21
"1026",202008,"Butikk- og salgsarbeid","11 Rogaland",45,150,152
"1027",202008,"Butikk- og salgsarbeid","15 Møre og Romsdal",42,13,13
"1028",202008,"Butikk- og salgsarbeid","15 Møre og Romsdal",45,101,101
"1029",202008,"Butikk- og salgsarbeid","18 Nordland",42,8,8
"1030",202008,"Butikk- og salgsarbeid","18 Nordland",45,102,99
"1031",202008,"Butikk- og salgsarbeid","30 Viken",42,51,48
"1032",202008,"Butikk- og salgsarbeid","30 Viken",45,507,516
"1033",202008,"Butikk- og salgsarbeid","34 Innlandet",42,14,13
"1034",202008,"Butikk- og salgsarbeid","34 Innlandet",45,104,102
"1035",202008,"Butikk- og salgsarbeid","38 Telemark og Vestfold",42,58,58
"1036",202008,"Butikk- og salgsarbeid","38 Telemark og Vestfold",45,140,142
"1037",202008,"Butikk- og salgsarbeid","42 Agder",42,19,23
"1038",202008,"Butikk- og salgsarbeid","42 Agder",45,143,147
"1039",202008,"Butikk- og salgsarbeid","46 Vestland",42,28,28
"1040",202008,"Butikk- og salgsarbeid","46 Vestland",45,310,311
"1041",202008,"Butikk- og salgsarbeid","50 Trøndelag",42,55,55
"1042",202008,"Butikk- og salgsarbeid","50 Trøndelag",45,197,203
"1043",202008,"Butikk- og salgsarbeid","54 Finnmark og Troms",42,11,11
"1044",202008,"Butikk- og salgsarbeid","54 Finnmark og Troms",45,118,116
"1045",202008,"Butikk- og salgsarbeid","UKJENT",45,NA,10
"1046",202008,"Bygg og anlegg","03 Oslo",42,15,36
"1047",202008,"Bygg og anlegg","03 Oslo",45,645,589
"1048",202008,"Bygg og anlegg","11 Rogaland",42,133,109
"1049",202008,"Bygg og anlegg","11 Rogaland",45,188,187
"1050",202008,"Bygg og anlegg","15 Møre og Romsdal",42,10,14
"1051",202008,"Bygg og anlegg","15 Møre og Romsdal",45,77,67
"1052",202008,"Bygg og anlegg","18 Nordland",42,10,10
"1053",202008,"Bygg og anlegg","18 Nordland",45,67,71
"1054",202008,"Bygg og anlegg","30 Viken",42,34,39
"1055",202008,"Bygg og anlegg","30 Viken",45,420,442
"1056",202008,"Bygg og anlegg","34 Innlandet",42,18,18
"1057",202008,"Bygg og anlegg","34 Innlandet",45,51,54
"1058",202008,"Bygg og anlegg","38 Telemark og Vestfold",42,56,58
"1059",202008,"Bygg og anlegg","38 Telemark og Vestfold",45,185,157
"1060",202008,"Bygg og anlegg","42 Agder",42,22,13
"1061",202008,"Bygg og anlegg","42 Agder",45,42,36
"1062",202008,"Bygg og anlegg","46 Vestland",42,21,21
"1063",202008,"Bygg og anlegg","46 Vestland",45,336,341
"1064",202008,"Bygg og anlegg","50 Trøndelag",42,35,36
"1065",202008,"Bygg og anlegg","50 Trøndelag",45,305,297
"1066",202008,"Bygg og anlegg","54 Finnmark og Troms",42,17,17
"1067",202008,"Bygg og anlegg","54 Finnmark og Troms",45,182,182
"1068",202008,"Bygg og anlegg","UTLAND",36,3,NA
"1069",202008,"Helse, pleie og omsorg","03 Oslo",42,3,7
"1070",202008,"Helse, pleie og omsorg","03 Oslo",45,705,738
"1071",202008,"Helse, pleie og omsorg","11 Rogaland",42,4,4
"1072",202008,"Helse, pleie og omsorg","11 Rogaland",45,330,330
"1073",202008,"Helse, pleie og omsorg","15 Møre og Romsdal",42,3,3
"1074",202008,"Helse, pleie og omsorg","15 Møre og Romsdal",45,216,201
"1075",202008,"Helse, pleie og omsorg","18 Nordland",42,5,5
"1076",202008,"Helse, pleie og omsorg","18 Nordland",45,194,190
"1077",202008,"Helse, pleie og omsorg","30 Viken",42,32,32
"1078",202008,"Helse, pleie og omsorg","30 Viken",45,1027,994
"1079",202008,"Helse, pleie og omsorg","34 Innlandet",42,120,119
"1080",202008,"Helse, pleie og omsorg","34 Innlandet",45,265,255
"1081",202008,"Helse, pleie og omsorg","38 Telemark og Vestfold",42,8,8
"1082",202008,"Helse, pleie og omsorg","38 Telemark og Vestfold",45,262,235
"1083",202008,"Helse, pleie og omsorg","42 Agder",42,1,1
"1084",202008,"Helse, pleie og omsorg","42 Agder",45,173,115
"1085",202008,"Helse, pleie og omsorg","46 Vestland",42,13,9
"1086",202008,"Helse, pleie og omsorg","46 Vestland",45,539,492
"1087",202008,"Helse, pleie og omsorg","50 Trøndelag",42,5,5
"1088",202008,"Helse, pleie og omsorg","50 Trøndelag",45,299,253
"1089",202008,"Helse, pleie og omsorg","54 Finnmark og Troms",42,18,18
"1090",202008,"Helse, pleie og omsorg","54 Finnmark og Troms",45,219,225
"1091",202008,"Helse, pleie og omsorg","UTLAND",45,3,NA
"1092",202008,"Industriarbeid","03 Oslo",42,50,50
"1093",202008,"Industriarbeid","03 Oslo",45,118,113
"1094",202008,"Industriarbeid","11 Rogaland",42,37,37
"1095",202008,"Industriarbeid","11 Rogaland",45,115,107
"1096",202008,"Industriarbeid","15 Møre og Romsdal",42,13,16
"1097",202008,"Industriarbeid","15 Møre og Romsdal",45,38,35
"1098",202008,"Industriarbeid","18 Nordland",42,13,13
"1099",202008,"Industriarbeid","18 Nordland",45,59,55
"1100",202008,"Industriarbeid","30 Viken",42,56,52
"1101",202008,"Industriarbeid","30 Viken",45,168,167
"1102",202008,"Industriarbeid","34 Innlandet",42,11,12
"1103",202008,"Industriarbeid","34 Innlandet",45,51,49
"1104",202008,"Industriarbeid","38 Telemark og Vestfold",42,62,62
"1105",202008,"Industriarbeid","38 Telemark og Vestfold",45,88,85
"1106",202008,"Industriarbeid","42 Agder",42,24,24
"1107",202008,"Industriarbeid","42 Agder",45,41,41
"1108",202008,"Industriarbeid","46 Vestland",42,33,31
"1109",202008,"Industriarbeid","46 Vestland",45,126,129
"1110",202008,"Industriarbeid","50 Trøndelag",42,35,34
"1111",202008,"Industriarbeid","50 Trøndelag",45,76,78
"1112",202008,"Industriarbeid","54 Finnmark og Troms",42,9,9
"1113",202008,"Industriarbeid","54 Finnmark og Troms",45,41,40
"1114",202008,"Industriarbeid","UKJENT",45,NA,1
"1115",202008,"Ingen yrkesbakgrunn eller uoppgitt","11 Rogaland",42,7,21
"1116",202008,"Ingen yrkesbakgrunn eller uoppgitt","15 Møre og Romsdal",42,7,7
"1117",202008,"Ingen yrkesbakgrunn eller uoppgitt","18 Nordland",42,5,5
"1118",202008,"Ingen yrkesbakgrunn eller uoppgitt","18 Nordland",45,NA,1
"1119",202008,"Ingen yrkesbakgrunn eller uoppgitt","30 Viken",42,56,56
"1120",202008,"Ingen yrkesbakgrunn eller uoppgitt","30 Viken",45,5,5
"1121",202008,"Ingen yrkesbakgrunn eller uoppgitt","34 Innlandet",42,12,12
"1122",202008,"Ingen yrkesbakgrunn eller uoppgitt","38 Telemark og Vestfold",42,24,24
"1123",202008,"Ingen yrkesbakgrunn eller uoppgitt","42 Agder",42,7,7
"1124",202008,"Ingen yrkesbakgrunn eller uoppgitt","46 Vestland",42,35,21
"1125",202008,"Ingen yrkesbakgrunn eller uoppgitt","46 Vestland",45,NA,1
"1126",202008,"Ingen yrkesbakgrunn eller uoppgitt","50 Trøndelag",42,9,9
"1127",202008,"Ingen yrkesbakgrunn eller uoppgitt","50 Trøndelag",45,1,1
"1128",202008,"Ingen yrkesbakgrunn eller uoppgitt","54 Finnmark og Troms",42,2,2
"1129",202008,"Ingen yrkesbakgrunn eller uoppgitt","54 Finnmark og Troms",45,NA,2
"1130",202008,"Ingeni?r- og ikt-fag","03 Oslo",42,2,2
"1131",202008,"Ingeni?r- og ikt-fag","03 Oslo",45,558,575
"1132",202008,"Ingeni?r- og ikt-fag","11 Rogaland",42,5,5
"1133",202008,"Ingeni?r- og ikt-fag","11 Rogaland",45,162,165
"1134",202008,"Ingeni?r- og ikt-fag","15 Møre og Romsdal",45,24,32
"1135",202008,"Ingeni?r- og ikt-fag","18 Nordland",42,3,3
"1136",202008,"Ingeni?r- og ikt-fag","18 Nordland",45,54,55
"1137",202008,"Ingeni?r- og ikt-fag","30 Viken",42,10,10
"1138",202008,"Ingeni?r- og ikt-fag","30 Viken",45,278,278
"1139",202008,"Ingeni?r- og ikt-fag","34 Innlandet",45,31,32
"1140",202008,"Ingeni?r- og ikt-fag","38 Telemark og Vestfold",42,14,14
"1141",202008,"Ingeni?r- og ikt-fag","38 Telemark og Vestfold",45,62,59
"1142",202008,"Ingeni?r- og ikt-fag","42 Agder",42,3,3
"1143",202008,"Ingeni?r- og ikt-fag","42 Agder",45,39,38
"1144",202008,"Ingeni?r- og ikt-fag","46 Vestland",42,12,12
"1145",202008,"Ingeni?r- og ikt-fag","46 Vestland",45,164,163
"1146",202008,"Ingeni?r- og ikt-fag","50 Trøndelag",42,7,7
"1147",202008,"Ingeni?r- og ikt-fag","50 Trøndelag",45,131,131
"1148",202008,"Ingeni?r- og ikt-fag","54 Finnmark og Troms",42,5,5
"1149",202008,"Ingeni?r- og ikt-fag","54 Finnmark og Troms",45,80,80
"1150",202008,"Ingeni?r- og ikt-fag","UTLAND",36,2,NA
"1151",202008,"Ingeni?r- og ikt-fag","UTLAND",45,4,NA
"1152",202008,"Jordbruk, skogbruk og fiske","03 Oslo",42,1,1
"1153",202008,"Jordbruk, skogbruk og fiske","03 Oslo",45,35,4
"1154",202008,"Jordbruk, skogbruk og fiske","11 Rogaland",42,4,4
"1155",202008,"Jordbruk, skogbruk og fiske","11 Rogaland",45,1,1
"1156",202008,"Jordbruk, skogbruk og fiske","15 Møre og Romsdal",42,1,1
"1157",202008,"Jordbruk, skogbruk og fiske","15 Møre og Romsdal",45,4,4
"1158",202008,"Jordbruk, skogbruk og fiske","18 Nordland",42,4,4
"1159",202008,"Jordbruk, skogbruk og fiske","18 Nordland",45,1,1
"1160",202008,"Jordbruk, skogbruk og fiske","30 Viken",42,3,3
"1161",202008,"Jordbruk, skogbruk og fiske","30 Viken",45,8,32
"1162",202008,"Jordbruk, skogbruk og fiske","34 Innlandet",42,2,2
"1163",202008,"Jordbruk, skogbruk og fiske","34 Innlandet",45,6,6
"1164",202008,"Jordbruk, skogbruk og fiske","38 Telemark og Vestfold",42,6,6
"1165",202008,"Jordbruk, skogbruk og fiske","38 Telemark og Vestfold",45,6,6
"1166",202008,"Jordbruk, skogbruk og fiske","42 Agder",42,1,1
"1167",202008,"Jordbruk, skogbruk og fiske","42 Agder",45,3,3
"1168",202008,"Jordbruk, skogbruk og fiske","46 Vestland",42,1,1
"1169",202008,"Jordbruk, skogbruk og fiske","46 Vestland",45,41,40
"1170",202008,"Jordbruk, skogbruk og fiske","50 Trøndelag",42,6,6
"1171",202008,"Jordbruk, skogbruk og fiske","50 Trøndelag",45,10,10
"1172",202008,"Jordbruk, skogbruk og fiske","54 Finnmark og Troms",42,3,3
"1173",202008,"Jordbruk, skogbruk og fiske","54 Finnmark og Troms",45,14,14
"1174",202008,"Kontorarbeid","03 Oslo",36,17,NA
"1175",202008,"Kontorarbeid","03 Oslo",42,10,9
"1176",202008,"Kontorarbeid","03 Oslo",45,362,363
"1177",202008,"Kontorarbeid","11 Rogaland",42,14,14
"1178",202008,"Kontorarbeid","11 Rogaland",45,49,49
"1179",202008,"Kontorarbeid","15 Møre og Romsdal",42,14,14
"1180",202008,"Kontorarbeid","15 Møre og Romsdal",45,26,25
"1181",202008,"Kontorarbeid","18 Nordland",42,23,23
"1182",202008,"Kontorarbeid","18 Nordland",45,19,19
"1183",202008,"Kontorarbeid","30 Viken",42,25,26
"1184",202008,"Kontorarbeid","30 Viken",45,223,220
"1185",202008,"Kontorarbeid","34 Innlandet",42,33,33
"1186",202008,"Kontorarbeid","34 Innlandet",45,53,58
"1187",202008,"Kontorarbeid","38 Telemark og Vestfold",42,22,22
"1188",202008,"Kontorarbeid","38 Telemark og Vestfold",45,46,49
"1189",202008,"Kontorarbeid","42 Agder",42,7,7
"1190",202008,"Kontorarbeid","42 Agder",45,35,34
"1191",202008,"Kontorarbeid","46 Vestland",42,16,16
"1192",202008,"Kontorarbeid","46 Vestland",45,158,160
"1193",202008,"Kontorarbeid","50 Trøndelag",42,16,16
"1194",202008,"Kontorarbeid","50 Trøndelag",45,50,50
"1195",202008,"Kontorarbeid","54 Finnmark og Troms",42,4,4
"1196",202008,"Kontorarbeid","54 Finnmark og Troms",45,22,20
"1197",202008,"Kontorarbeid","UTLAND",36,1,NA
"1198",202008,"Ledere","03 Oslo",45,150,152
"1199",202008,"Ledere","11 Rogaland",45,24,26
"1200",202008,"Ledere","15 Møre og Romsdal",45,18,18
"1201",202008,"Ledere","18 Nordland",45,19,18
"1202",202008,"Ledere","30 Viken",42,1,1
"1203",202008,"Ledere","30 Viken",45,91,94
"1204",202008,"Ledere","34 Innlandet",45,14,16
"1205",202008,"Ledere","38 Telemark og Vestfold",45,28,28
"1206",202008,"Ledere","42 Agder",45,19,19
"1207",202008,"Ledere","46 Vestland",42,2,2
"1208",202008,"Ledere","46 Vestland",45,38,37
"1209",202008,"Ledere","50 Trøndelag",42,3,3
"1210",202008,"Ledere","50 Trøndelag",45,31,30
"1211",202008,"Ledere","54 Finnmark og Troms",42,1,1
"1212",202008,"Ledere","54 Finnmark og Troms",45,27,26
"1213",202008,"Meglere og konsulenter","03 Oslo",36,1,NA
"1214",202008,"Meglere og konsulenter","03 Oslo",42,1,1
"1215",202008,"Meglere og konsulenter","03 Oslo",45,262,254
"1216",202008,"Meglere og konsulenter","11 Rogaland",42,3,3
"1217",202008,"Meglere og konsulenter","11 Rogaland",45,40,39
"1218",202008,"Meglere og konsulenter","15 Møre og Romsdal",42,NA,1
"1219",202008,"Meglere og konsulenter","15 Møre og Romsdal",45,28,28
"1220",202008,"Meglere og konsulenter","18 Nordland",45,25,22
"1221",202008,"Meglere og konsulenter","30 Viken",42,4,4
"1222",202008,"Meglere og konsulenter","30 Viken",45,113,118
"1223",202008,"Meglere og konsulenter","34 Innlandet",42,7,7
"1224",202008,"Meglere og konsulenter","34 Innlandet",45,24,24
"1225",202008,"Meglere og konsulenter","38 Telemark og Vestfold",42,5,4
"1226",202008,"Meglere og konsulenter","38 Telemark og Vestfold",45,56,55
"1227",202008,"Meglere og konsulenter","42 Agder",45,32,36
"1228",202008,"Meglere og konsulenter","46 Vestland",42,2,2
"1229",202008,"Meglere og konsulenter","46 Vestland",45,78,74
